Name,Code,Code description,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Origin,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Correction type,Averaging start,Averaging end,Samples,PDOP,GDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,Mount point,CS name,GPS Satellites,GLONASS Satellites,Galileo Satellites,BeiDou Satellites,QZSS Satellites,Device type,Device serial number
64,,,282414.462,4824884.209,50.806,80,-5.69337135,43.54518532,50.806,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:28.8 UTC+02:00,2026-04-30 12:09:28.8 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2856.086,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
65,,,282407.503,4824883.857,50.952,80,-5.69345725,43.54518014,50.952,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:34.4 UTC+02:00,2026-04-30 12:09:34.4 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2854.973,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
66,,,282394.159,4824884.906,50.947,50,-5.69362267,43.54518568,50.947,Global,0.011,0.010,0.016,0.015,1.934,m,FIX,RTK,2026-04-30 12:09:46.0 UTC+02:00,2026-04-30 12:09:46.0 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2851.208,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
67,,,282390.025,4824886.014,50.944,100,-5.69367422,43.54519444,50.944,Global,0.010,0.010,0.012,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:50.0 UTC+02:00,2026-04-30 12:09:50.0 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2849.288,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
68,,,282383.286,4824887.753,50.955,100,-5.69375825,43.54520812,50.955,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:09:55.8 UTC+02:00,2026-04-30 12:09:55.8 UTC+02:00,1,1.6,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2846.233,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
69,,,282378.057,4824888.495,51.176,100,-5.69382321,43.54521327,51.176,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:00.0 UTC+02:00,2026-04-30 12:10:00.0 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2844.459,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
70,,,282372.748,4824889.084,51.177,30,-5.69388910,43.54521702,51.177,Global,0.014,0.010,0.018,0.017,1.934,m,FIX,RTK,2026-04-30 12:10:05.2 UTC+02:00,2026-04-30 12:10:05.2 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2842.836,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
71,,,282365.601,4824893.153,51.707,10,-5.69397909,43.54525153,51.707,Global,0.011,0.010,0.015,0.015,1.934,m,FIX,RTK,2026-04-30 12:10:12.2 UTC+02:00,2026-04-30 12:10:12.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2837.436,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
72,,,282366.018,4824899.852,51.260,20,-5.69397663,43.54531190,51.260,Global,0.010,0.015,0.018,0.018,1.934,m,FIX,RTK,2026-04-30 12:10:18.4 UTC+02:00,2026-04-30 12:10:18.4 UTC+02:00,1,2.0,2.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2830.967,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
73,,,282370.364,4824906.416,50.963,30,-5.69392551,43.54537221,50.963,Global,0.010,0.014,0.019,0.017,1.934,m,FIX,RTK,2026-04-30 12:10:24.8 UTC+02:00,2026-04-30 12:10:24.8 UTC+02:00,1,1.6,1.9,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2825.396,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
74,,,282374.626,4824912.610,50.806,100,-5.69387530,43.54542916,50.806,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:31.0 UTC+02:00,2026-04-30 12:10:31.0 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2820.176,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
75,,,282377.815,4824920.203,50.783,100,-5.69383891,43.54549838,50.783,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:39.2 UTC+02:00,2026-04-30 12:10:39.2 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2813.378,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
76,,,282381.504,4824927.159,50.755,50,-5.69379608,43.54556203,50.755,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:47.4 UTC+02:00,2026-04-30 12:10:47.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2807.311,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
77,,,282382.931,4824930.407,50.697,50,-5.69377974,43.54559166,50.697,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:51.2 UTC+02:00,2026-04-30 12:10:51.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2804.423,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
78,,,282385.252,4824935.152,50.641,30,-5.69375295,43.54563501,50.641,Global,0.010,0.010,0.013,0.014,1.934,m,FIX,RTK,2026-04-30 12:10:57.2 UTC+02:00,2026-04-30 12:10:57.2 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2800.255,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
79,,,282386.770,4824940.652,50.626,0,-5.69373638,43.54568492,50.626,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:04.2 UTC+02:00,2026-04-30 12:11:04.2 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2795.186,XIXO3M,ETRS89 / UTM zone 30N,9,8,7,12,0,Reach RS3,824349ADB8F8C4C3
80,,,282386.757,4824943.178,50.632,0,-5.69373755,43.54570763,50.632,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:07.8 UTC+02:00,2026-04-30 12:11:07.8 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2792.713,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
81,,,282384.789,4824946.083,50.680,10,-5.69376305,43.54573319,50.680,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:12.6 UTC+02:00,2026-04-30 12:11:12.6 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2789.467,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
82,,,282379.375,4824946.791,50.766,20,-5.69383028,43.54573798,50.766,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:20.2 UTC+02:00,2026-04-30 12:11:20.2 UTC+02:00,1,1.5,1.8,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2787.671,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
83,,,282374.919,4824947.038,50.841,20,-5.69388547,43.54573890,50.841,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:25.8 UTC+02:00,2026-04-30 12:11:25.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2786.528,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
84,,,282371.340,4824946.519,50.860,80,-5.69392953,43.54573319,50.860,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:30.8 UTC+02:00,2026-04-30 12:11:30.8 UTC+02:00,1,1.4,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2786.318,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
85,,,282365.891,4824944.295,50.922,100,-5.69399601,43.54571160,50.922,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:38.4 UTC+02:00,2026-04-30 12:11:38.4 UTC+02:00,1,1.3,1.5,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2787.413,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
86,,,282363.143,4824939.828,50.921,100,-5.69402819,43.54567062,50.921,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:44.2 UTC+02:00,2026-04-30 12:11:44.2 UTC+02:00,1,1.2,1.4,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2791.247,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
87,,,282361.448,4824938.168,50.873,100,-5.69404849,43.54565520,50.873,Global,0.010,0.010,0.011,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:46.4 UTC+02:00,2026-04-30 12:11:46.4 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2792.542,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
88,,,282357.327,4824936.569,50.961,100,-5.69409880,43.54563961,50.961,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:50.4 UTC+02:00,2026-04-30 12:11:50.4 UTC+02:00,1,1.5,1.7,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2793.304,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,11,0,Reach RS3,824349ADB8F8C4C3
89,,,282351.369,4824937.480,51.185,80,-5.69417283,43.54564607,51.185,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:11:58.6 UTC+02:00,2026-04-30 12:11:58.6 UTC+02:00,1,1.7,2.0,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2791.252,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
90,,,282347.148,4824938.669,51.396,10,-5.69422551,43.54565553,51.396,Global,0.010,0.010,0.010,0.014,1.934,m,FIX,RTK,2026-04-30 12:12:03.8 UTC+02:00,2026-04-30 12:12:03.8 UTC+02:00,1,1.4,1.6,281815.044,4827675.244,156.559,-5.70190538,43.57011345,156.559,2789.271,XIXO3M,ETRS89 / UTM zone 30N,10,8,7,12,0,Reach RS3,824349ADB8F8C4C3
